index,voted
3667,0.7056
3668,0.5852
3669,0.5547
3670,0.6124
3671,0.5016
3672,0.7918
3673,0.5486
3674,0.6784
3675,0.739
3676,0.7145
3677,0.6196
3678,0.6621
3679,0.718
3680,0.8397
3681,0.5691
3682,0.6606
3683,0.7384
3684,0.6728
3685,0.6243
3686,0.5791
3687,0.5107
3688,0.7652
3689,0.9581
3690,0.7988
3691,0.6834
3692,0.9564
3693,0.8685
3694,0.5282
3695,0.5903
3696,0.6639
3697,0.7196
3698,0.6159
3699,0.5868
3700,0.7535
3701,0.7203
3702,0.5553
3703,0.7784
3704,0.7737
3705,0.7215
3706,0.7768
3707,0.5364
3708,0.7143
3709,0.5288
3710,0.7394
3711,0.7193
3712,0.5169
3713,0.9652
3714,0.756
3715,0.7615
3716,0.6895
3717,0.9707
3718,0.6655
3719,0.717
3720,0.5719
3721,0.7348
3722,0.972
3723,0.6014
3724,0.6307
3725,0.6107
3726,0.5847
3727,0.7074
3728,0.6141
3729,0.5695
3730,0.7278
3731,0.6094
3732,0.8582
3733,0.599
3734,0.7249
3735,0.6543
3736,0.596
3737,0.614
3738,0.7273
3739,0.6356
3740,0.7623
3741,0.6609
3742,0.8438
3743,0.7338
3744,0.7173
3745,0.6623
3746,0.808
3747,0.6927
3748,0.5898
3749,0.5852
3750,0.9629
3751,0.6862
3752,0.5899
3753,0.6097
3754,0.8208
3755,0.5814
3756,0.8218
3757,0.6999
3758,0.5294
3759,0.9676
3760,0.7979
3761,0.7422
3762,0.7196
3763,0.7341
3764,0.7783
3765,0.5324
3766,0.6595
3767,0.5038
3768,0.9562
3769,0.9481
3770,0.8339
3771,0.9494
3772,0.9665
3773,0.9025
3774,0.5511
3775,0.6365
3776,0.5635
3777,0.7101
3778,0.9571
3779,0.7593
3780,0.8979
3781,0.5007
3782,0.5078
3783,0.6013
3784,0.793
3785,0.941
3786,0.6381
3787,0.7339
3788,0.9626
3789,0.5307
3790,0.6499
3791,0.9623
3792,0.734
3793,0.6776
3794,0.5308
3795,0.6666
3796,0.7097
3797,0.6663
3798,0.5622
3799,0.5973
3800,0.633
3801,0.5342
3802,0.7303
3803,0.8726
3804,0.7139
3805,0.9592
3806,0.7647
3807,0.7683
3808,0.9703
3809,0.5508
3810,0.5751
3811,0.9479
3812,0.6685
3813,0.6852
3814,0.9593
3815,0.6316
3816,0.7817
3817,0.6729
3818,0.7477
3819,0.7582
3820,0.5618
3821,0.9552
3822,0.6936
3823,0.6784
3824,0.7086
3825,0.8028
3826,0.7394
3827,0.6048
3828,0.639
3829,0.7516
3830,0.5514
3831,0.5167
3832,0.5838
3833,0.5578
3834,0.807
3835,0.5975
3836,0.6664
3837,0.6587
3838,0.757
3839,0.5164
3840,0.8038
3841,0.7638
3842,0.9521
3843,0.7133
3844,0.6218
3845,0.5416
3846,0.8546
3847,0.7377
3848,0.8171
3849,0.5767
3850,0.6627
3851,0.5169
3852,0.692
3853,0.6373
3854,0.7619
3855,0.7104
3856,0.5752
3857,0.71
3858,0.5191
3859,0.7026
3860,0.6313
3861,0.7122
3862,0.6017
3863,0.7388
3864,0.8114
3865,0.9004
3866,0.6961
3867,0.6487
3868,0.5723
3869,0.6177
3870,0.8597
3871,0.9585
3872,0.6686
3873,0.6954
3874,0.8766
3875,0.6055
3876,0.8308
3877,0.5087
3878,0.5399
3879,0.7447
3880,0.707
3881,0.6642
3882,0.6311
3883,0.7052
3884,0.9463
3885,0.7639
3886,0.6967
3887,0.6489
3888,0.8014
3889,0.642
3890,0.6072
3891,0.5717
3892,0.9465
3893,0.8054
3894,0.6843
3895,0.5899
3896,0.5665
3897,0.8728
3898,0.5947
3899,0.7267
3900,0.7029
3901,0.6587
3902,0.7087
3903,0.5346
3904,0.7441
3905,0.7532
3906,0.5165
3907,0.6802
3908,0.595
3909,0.5091
3910,0.5688
3911,0.7085
3912,0.5887
3913,0.628
3914,0.6762
3915,0.9601
3916,0.7984
3917,0.6817
3918,0.7297
3919,0.7222
3920,0.5479
3921,0.7563
3922,0.9612
3923,0.6173
3924,0.8204
3925,0.7807
3926,0.5918
3927,0.9685
3928,0.8845
3929,0.8405
3930,0.7515
3931,0.5746
3932,0.5367
3933,0.6277
3934,0.951
3935,0.6053
3936,0.519
3937,0.5063
3938,0.5188
3939,0.7538
3940,0.5055
3941,0.5737
3942,0.5547
3943,0.5609
3944,0.8125
3945,0.6335
3946,0.6509
3947,0.5068
3948,0.5841
3949,0.6873
3950,0.5637
3951,0.5996
3952,0.5353
3953,0.7638
3954,0.5379
3955,0.5746
3956,0.6437
3957,0.6656
3958,0.9448
3959,0.5226
3960,0.7049
3961,0.5965
3962,0.7282
3963,0.58
3964,0.6513
3965,0.7945
3966,0.5331
3967,0.5018
3968,0.7079
3969,0.559
3970,0.5789
3971,0.9713
3972,0.519
3973,0.5609
3974,0.7982
3975,0.5104
3976,0.6022
3977,0.531
3978,0.7973
3979,0.7152
3980,0.9709
3981,0.6018
3982,0.6699
3983,0.5834
3984,0.6062
3985,0.9431
3986,0.5878
3987,0.8577
3988,0.7127
3989,0.5544
3990,0.709
3991,0.973
3992,0.521
3993,0.7974
3994,0.5239
3995,0.6177
3996,0.5743
3997,0.7116
3998,0.7405
3999,0.7741
4000,0.7809
4001,0.7254
4002,0.6912
4003,0.7072
4004,0.5997
4005,0.536
4006,0.7014
4007,0.6855
4008,0.6288
4009,0.737
4010,0.8994
4011,0.5617
4012,0.6124
4013,0.9312
4014,0.61
4015,0.823
4016,0.7273
4017,0.5469
4018,0.9259
4019,0.5223
4020,0.9483
4021,0.5851
4022,0.9539
4023,0.695
4024,0.6467
4025,0.6248
4026,0.6781
4027,0.6453
4028,0.6105
4029,0.615
4030,0.5455
4031,0.6987
4032,0.642
4033,0.5158
4034,0.8307
4035,0.7726
4036,0.8542
4037,0.5783
4038,0.7932
4039,0.8481
4040,0.5782
4041,0.87
4042,0.5991
4043,0.9655
4044,0.7566
4045,0.7075
4046,0.7918
4047,0.6876
4048,0.6971
4049,0.6474
4050,0.5723
4051,0.5367
4052,0.948
4053,0.9759
4054,0.9398
4055,0.9582
4056,0.5973
4057,0.5967
4058,0.5165
4059,0.6986
4060,0.9622
4061,0.6009
4062,0.6362
4063,0.7177
4064,0.7498
4065,0.6526
4066,0.9418
4067,0.5509
4068,0.7084
4069,0.6492
4070,0.5146
4071,0.7517
4072,0.6389
4073,0.5451
4074,0.5235
4075,0.8092
4076,0.5247
4077,0.6868
4078,0.7315
4079,0.5053
4080,0.8604
4081,0.7514
4082,0.7068
4083,0.5058
4084,0.9449
4085,0.6861
4086,0.5205
4087,0.7625
4088,0.503
4089,0.6133
4090,0.6937
4091,0.6805
4092,0.6301
4093,0.8001
4094,0.7566
4095,0.7399
4096,0.6843
4097,0.6348
4098,0.5191
4099,0.9535
4100,0.5673
4101,0.5529
4102,0.5869
4103,0.7671
4104,0.9611
4105,0.5074
4106,0.9476
4107,0.7577
4108,0.9717
4109,0.5943
4110,0.5962
4111,0.6494
4112,0.9282
4113,0.6048
4114,0.5792
4115,0.7777
4116,0.9523
4117,0.5445
4118,0.5867
4119,0.5633
4120,0.7903
4121,0.9452
4122,0.7038
4123,0.6171
4124,0.6684
4125,0.5515
4126,0.7722
4127,0.5077
4128,0.9237
4129,0.6172
4130,0.5234
4131,0.6479
4132,0.5357
4133,0.6592
4134,0.5239
4135,0.5283
4136,0.8885
4137,0.6143
4138,0.6315
4139,0.8492
4140,0.529
4141,0.506
4142,0.8583
4143,0.7173
4144,0.6925
4145,0.8519
4146,0.7326
4147,0.5391
4148,0.6746
4149,0.7237
4150,0.7058
4151,0.5173
4152,0.7179
4153,0.5036
4154,0.7236
4155,0.7496
4156,0.6987
4157,0.8928
4158,0.9172
4159,0.5601
4160,0.621
4161,0.5105
4162,0.5838
4163,0.5206
4164,0.7523
4165,0.6709
4166,0.8348
4167,0.5311
4168,0.741
4169,0.551
4170,0.515
4171,0.6327
4172,0.5136
4173,0.7468
4174,0.7639
4175,0.5129
4176,0.88
4177,0.6197
4178,0.9598
4179,0.959
4180,0.5791
4181,0.5143
4182,0.5098
4183,0.8757
4184,0.54
4185,0.6137
4186,0.6352
4187,0.7033
4188,0.8469
4189,0.5152
4190,0.6271
4191,0.7424
4192,0.7338
4193,0.7189
4194,0.6826
4195,0.6837
4196,0.6512
4197,0.8893
4198,0.7988
4199,0.8141
4200,0.8321
4201,0.7782
4202,0.6128
4203,0.6059
4204,0.7257
4205,0.5621
4206,0.5441
4207,0.7883
4208,0.6918
4209,0.619
4210,0.6985
4211,0.6228
4212,0.6022
4213,0.9692
4214,0.7593
4215,0.8301
4216,0.6114
4217,0.8654
4218,0.7424
4219,0.6343
4220,0.5139
4221,0.5564
4222,0.6767
4223,0.5159
4224,0.7043
4225,0.5028
4226,0.6101
4227,0.6942
4228,0.6587
4229,0.8519
4230,0.6231
4231,0.5118
4232,0.6653
4233,0.5869
4234,0.7694
4235,0.5886
4236,0.7173
4237,0.5876
4238,0.8151
4239,0.5015
4240,0.6649
4241,0.5914
4242,0.7708
4243,0.6243
4244,0.6902
4245,0.6389
4246,0.5594
4247,0.7608
4248,0.5171
4249,0.7281
4250,0.7657
4251,0.6237
4252,0.5546
4253,0.7552
4254,0.5425
4255,0.668
4256,0.7353
4257,0.5891
4258,0.5682
4259,0.5163
4260,0.6429
4261,0.5494
4262,0.8233
4263,0.5428
4264,0.6147
4265,0.5226
4266,0.6927
4267,0.9564
4268,0.9705
4269,0.7361
4270,0.5125
4271,0.839
4272,0.6477
4273,0.5605
4274,0.5795
4275,0.7037
4276,0.638
4277,0.7391
4278,0.5377
4279,0.5611
4280,0.7134
4281,0.7897
4282,0.5124
4283,0.7195
4284,0.9658
4285,0.7171
4286,0.7961
4287,0.5843
4288,0.8277
4289,0.9351
4290,0.73
4291,0.6777
4292,0.5323
4293,0.645
4294,0.7711
4295,0.5866
4296,0.5512
4297,0.5411
4298,0.6281
4299,0.9114
4300,0.5201
4301,0.7992
4302,0.782
4303,0.8752
4304,0.6678
4305,0.969
4306,0.5331
4307,0.6821
4308,0.5362
4309,0.6883
4310,0.7507
4311,0.5976
4312,0.9126
4313,0.7591
4314,0.5767
4315,0.9538
4316,0.9492
4317,0.5663
4318,0.9331
4319,0.7749
4320,0.7574
4321,0.9656
4322,0.6345
4323,0.9446
4324,0.9506
4325,0.6152
4326,0.6789
4327,0.7459
4328,0.9471
4329,0.8059
4330,0.5933
4331,0.6976
4332,0.8507
4333,0.9718
4334,0.6374
4335,0.8198
4336,0.723
4337,0.7488
4338,0.8331
4339,0.546
4340,0.9099
4341,0.6322
4342,0.63
4343,0.518
4344,0.6658
4345,0.6821
4346,0.5729
4347,0.7178
4348,0.5736
4349,0.972
4350,0.5712
4351,0.873
4352,0.5772
4353,0.794
4354,0.5498
4355,0.9698
4356,0.68
4357,0.683
4358,0.934
4359,0.5477
4360,0.9321
4361,0.7649
4362,0.5489
4363,0.6119
4364,0.7586
4365,0.6629
4366,0.5486
4367,0.8194
4368,0.9551
4369,0.5893
4370,0.9661
4371,0.7773
4372,0.7158
4373,0.6903
4374,0.5738
4375,0.6073
4376,0.5312
4377,0.8859
4378,0.6425
4379,0.7452
4380,0.8657
4381,0.7514
4382,0.7987
4383,0.6017
4384,0.5835
4385,0.6063
4386,0.6048
4387,0.6651
4388,0.8251
4389,0.6484
4390,0.5574
4391,0.7657
4392,0.6101
4393,0.8681
4394,0.7921
4395,0.6641
4396,0.5118
4397,0.5422
4398,0.8714
4399,0.9512
4400,0.6111
4401,0.6971
4402,0.5285
4403,0.63
4404,0.7153
4405,0.6298
4406,0.6079
4407,0.8959
4408,0.7078
4409,0.6438
4410,0.6011
4411,0.8648
4412,0.7568
4413,0.6503
4414,0.7422
4415,0.8042
4416,0.7085
4417,0.7652
4418,0.5806
4419,0.5433
4420,0.6768
4421,0.8047
4422,0.9387
4423,0.7209
4424,0.528
4425,0.5006
4426,0.6782
4427,0.8283
4428,0.7822
4429,0.5329
4430,0.7497
4431,0.5121
4432,0.7121
4433,0.5305
4434,0.5751
4435,0.9412
4436,0.9596
4437,0.9559
4438,0.5672
4439,0.5161
4440,0.6065
4441,0.8929
4442,0.7717
4443,0.6189
4444,0.6103
4445,0.7835
4446,0.648
4447,0.7001
4448,0.7069
4449,0.7062
4450,0.741
4451,0.8135
4452,0.6785
4453,0.6226
4454,0.5641
4455,0.8272
4456,0.97
4457,0.612
4458,0.5471
4459,0.5531
4460,0.7074
4461,0.6108
4462,0.612
4463,0.6146
4464,0.6588
4465,0.5536
4466,0.7394
4467,0.5908
4468,0.9543
4469,0.9659
4470,0.6771
4471,0.6357
4472,0.8945
4473,0.7459
4474,0.6307
4475,0.7613
4476,0.5859
4477,0.5461
4478,0.5003
4479,0.5396
4480,0.6555
4481,0.6787
4482,0.7597
4483,0.5714
4484,0.9592
4485,0.8648
4486,0.874
4487,0.8117
4488,0.7532
4489,0.5298
4490,0.6159
4491,0.6339
4492,0.8976
4493,0.781
4494,0.7075
4495,0.583
4496,0.6201
4497,0.677
4498,0.6343
4499,0.737
4500,0.7239
4501,0.7981
4502,0.5134
4503,0.6138
4504,0.6299
4505,0.5252
4506,0.9661
4507,0.5398
4508,0.8485
4509,0.5706
4510,0.8432
4511,0.7347
4512,0.5208
4513,0.6267
4514,0.5938
4515,0.8227
4516,0.8273
4517,0.5404
4518,0.5865
4519,0.6787
4520,0.5131
4521,0.512
4522,0.8371
4523,0.6313
4524,0.5371
4525,0.6887
4526,0.6378
4527,0.824
4528,0.7001
4529,0.6602
4530,0.8749
4531,0.5515
4532,0.7372
4533,0.6967
4534,0.6822
4535,0.5195
4536,0.6
4537,0.7539
4538,0.8447
4539,0.958
4540,0.6825
4541,0.6984
4542,0.7279
4543,0.8422
4544,0.6979
4545,0.5099
4546,0.5656
4547,0.7496
4548,0.9723
4549,0.7871
4550,0.65
4551,0.6936
4552,0.7391
4553,0.6299
4554,0.6557
4555,0.66
4556,0.678
4557,0.6562
4558,0.6943
4559,0.738
4560,0.8539
4561,0.7483
4562,0.7176
4563,0.6919
4564,0.5679
4565,0.6419
4566,0.5344
4567,0.5606
4568,0.7716
4569,0.8986
4570,0.6885
4571,0.8223
4572,0.6199
4573,0.8339
4574,0.5953
4575,0.5584
4576,0.5296
4577,0.7597
4578,0.6532
4579,0.5867
4580,0.6172
4581,0.6428
4582,0.7724
4583,0.7675
4584,0.584
4585,0.519
4586,0.5793
4587,0.5209
4588,0.5245
4589,0.7596
4590,0.6075
4591,0.5299
4592,0.585
4593,0.7271
4594,0.6576
4595,0.7778
4596,0.5694
4597,0.6503
4598,0.9453
4599,0.5357
4600,0.8092
4601,0.671
4602,0.5026
4603,0.5635
4604,0.8353
4605,0.5926
4606,0.6331
4607,0.97
4608,0.8709
4609,0.6634
4610,0.5795
4611,0.5468
4612,0.6442
4613,0.6394
4614,0.6032
4615,0.689
4616,0.6887
4617,0.5726
4618,0.7711
4619,0.8153
4620,0.753
4621,0.6315
4622,0.5486
4623,0.6417
4624,0.7602
4625,0.6729
4626,0.5473
4627,0.5441
4628,0.6704
4629,0.7433
4630,0.6085
4631,0.6363
4632,0.8862
4633,0.507
4634,0.5368
4635,0.7324
4636,0.5737
4637,0.7379
4638,0.7793
4639,0.5382
4640,0.5022
4641,0.6626
4642,0.7381
4643,0.7155
4644,0.5248
4645,0.5439
4646,0.5794
4647,0.9567
4648,0.9557
4649,0.6679
4650,0.7277
4651,0.7419
4652,0.7788
4653,0.7179
4654,0.5426
4655,0.6437
4656,0.7324
4657,0.647
4658,0.8141
4659,0.6669
4660,0.8581
4661,0.6759
4662,0.7807
4663,0.956
4664,0.6624
4665,0.6476
4666,0.5542
4667,0.6467
4668,0.7033
4669,0.7
4670,0.782
4671,0.5831
4672,0.5992
4673,0.8093
4674,0.5379
4675,0.9503
4676,0.5564
4677,0.7065
4678,0.501
4679,0.7411
4680,0.5696
4681,0.6447
4682,0.8984
4683,0.8441
4684,0.8378
4685,0.5247
4686,0.625
4687,0.612
4688,0.7299
4689,0.552
4690,0.6215
4691,0.6341
4692,0.5797
4693,0.7715
4694,0.6954
4695,0.7229
4696,0.8509
4697,0.5553
4698,0.9649
4699,0.8058
4700,0.9504
4701,0.7607
4702,0.6804
4703,0.8846
4704,0.5922
4705,0.7856
4706,0.7128
4707,0.591
4708,0.6741
4709,0.7241
4710,0.7127
4711,0.6044
4712,0.8816
4713,0.9661
4714,0.7451
4715,0.6077
4716,0.6701
4717,0.7597
4718,0.7262
4719,0.877
4720,0.5438
4721,0.6203
4722,0.6462
4723,0.7311
4724,0.7112
4725,0.6784
4726,0.5964
4727,0.5328
4728,0.6057
4729,0.962
4730,0.7284
4731,0.5436
4732,0.6733
4733,0.6729
4734,0.61
4735,0.7495
4736,0.5871
4737,0.8566
4738,0.783
4739,0.6383
4740,0.6432
4741,0.574
4742,0.6452
4743,0.5803
4744,0.5222
4745,0.5405
4746,0.7034
4747,0.658
4748,0.8059
4749,0.9614
4750,0.9359
4751,0.9423
4752,0.9358
4753,0.6576
4754,0.7639
4755,0.5429
4756,0.6128
4757,0.8293
4758,0.7505
4759,0.9468
4760,0.5534
4761,0.9526
4762,0.5109
4763,0.9609
4764,0.7628
4765,0.7822
4766,0.5583
4767,0.5622
4768,0.8253
4769,0.5391
4770,0.643
4771,0.5829
4772,0.7846
4773,0.5793
4774,0.9026
4775,0.7881
4776,0.5661
4777,0.7743
4778,0.8683
4779,0.5918
4780,0.6844
4781,0.6796
4782,0.6707
4783,0.5529
4784,0.8171
4785,0.9705
4786,0.7239
4787,0.9477
4788,0.7157
4789,0.5945
4790,0.6033
4791,0.5462
4792,0.8122
4793,0.7447
4794,0.7307
4795,0.961
4796,0.7872
4797,0.5677
4798,0.5126
4799,0.5387
4800,0.6604
4801,0.598
4802,0.715
4803,0.5804
4804,0.7129
4805,0.5261
4806,0.6774
4807,0.9042
4808,0.8122
4809,0.5139
4810,0.9569
4811,0.9514
4812,0.7399
4813,0.5778
4814,0.8079
4815,0.5783
4816,0.6859
4817,0.8106
4818,0.7979
4819,0.6969
4820,0.7411
4821,0.5569
4822,0.7408
4823,0.7295
4824,0.9628
4825,0.8221
4826,0.5996
4827,0.7368
4828,0.7959
4829,0.743
4830,0.7563
4831,0.576
4832,0.603
4833,0.9682
4834,0.5664
4835,0.5754
4836,0.5467
4837,0.9454
4838,0.737
4839,0.7041
4840,0.6306
4841,0.7458
4842,0.6434
4843,0.5509
4844,0.8293
4845,0.6229
4846,0.7516
4847,0.5392
4848,0.5885
4849,0.7619
4850,0.5246
4851,0.7002
4852,0.5709
4853,0.6286
4854,0.6714
4855,0.5929
4856,0.5215
4857,0.6891
4858,0.8222
4859,0.7306
4860,0.5717
4861,0.728
4862,0.5918
4863,0.5802
4864,0.6279
4865,0.7029
4866,0.7633
4867,0.6151
4868,0.5575
4869,0.7565
4870,0.6335
4871,0.5101
4872,0.9661
4873,0.5771
4874,0.5821
4875,0.5093
4876,0.5804
4877,0.5175
4878,0.5531
4879,0.5044
4880,0.8194
4881,0.7627
4882,0.9726
4883,0.7997
4884,0.961
4885,0.5921
4886,0.5692
4887,0.8097
4888,0.5014
4889,0.7135
4890,0.5474
4891,0.7427
4892,0.6096
4893,0.8449
4894,0.5273
4895,0.6226
4896,0.7961
4897,0.6477
4898,0.7304
4899,0.6561
4900,0.5031
4901,0.8398
4902,0.6675
4903,0.7103
4904,0.5986
4905,0.536
4906,0.6261
4907,0.8664
4908,0.5841
4909,0.5226
4910,0.8007
4911,0.857
4912,0.8369
4913,0.8367
4914,0.5031
4915,0.7074
4916,0.9332
4917,0.6572
4918,0.9552
4919,0.9451
4920,0.599
4921,0.6577
4922,0.8293
4923,0.9575
4924,0.5278
4925,0.6725
4926,0.7699
4927,0.866
4928,0.5294
4929,0.9448
4930,0.5231
4931,0.5515
4932,0.6369
4933,0.6359
4934,0.7822
4935,0.785
4936,0.9733
4937,0.6088
4938,0.5698
4939,0.5632
4940,0.7031
4941,0.5857
4942,0.578
4943,0.6116
4944,0.64
4945,0.5459
4946,0.7114
4947,0.5544
4948,0.586
4949,0.6856
4950,0.5617
4951,0.5186
4952,0.6762
4953,0.6474
4954,0.5199
4955,0.5268
4956,0.7688
4957,0.6856
4958,0.5077
4959,0.6952
4960,0.5532
4961,0.7613
4962,0.5718
4963,0.7422
4964,0.6911
4965,0.633
4966,0.8519
4967,0.6221
4968,0.5589
4969,0.7093
4970,0.5203
4971,0.8079
4972,0.5186
4973,0.9492
4974,0.5283
4975,0.5884
4976,0.6048
4977,0.7297
4978,0.6605
4979,0.7912
4980,0.659
4981,0.5791
4982,0.5214
4983,0.8498
4984,0.7091
4985,0.5773
4986,0.8311
4987,0.5805
4988,0.763
4989,0.5594
4990,0.8257
4991,0.6491
4992,0.6465
4993,0.6844
4994,0.565
4995,0.5345
4996,0.8359
4997,0.9462
4998,0.7712
4999,0.6436
5000,0.8864
5001,0.8577
5002,0.5878
5003,0.5093
5004,0.9556
5005,0.8024
5006,0.5474
5007,0.5292
5008,0.6726
5009,0.7815
5010,0.6
5011,0.5959
5012,0.6614
5013,0.9342
5014,0.5151
5015,0.7398
5016,0.5147
5017,0.5468
5018,0.5796
5019,0.5134
5020,0.5151
5021,0.867
5022,0.6799
5023,0.6047
5024,0.9698
5025,0.5367
5026,0.6751
5027,0.6101
5028,0.6523
5029,0.7816
5030,0.8007
5031,0.771
5032,0.9648
5033,0.8366
5034,0.5283
5035,0.54
5036,0.6969
5037,0.5519
5038,0.5028
5039,0.7292
5040,0.7615
5041,0.6207
5042,0.6767
5043,0.7039
5044,0.5801
5045,0.6888
5046,0.6998
5047,0.6141
5048,0.5246
5049,0.6751
5050,0.5745
5051,0.6709
5052,0.9499
5053,0.5565
5054,0.9537
5055,0.591
5056,0.5681
5057,0.515
5058,0.7045
5059,0.6271
5060,0.6821
5061,0.698
5062,0.6722
5063,0.6618
5064,0.954
5065,0.5173
5066,0.7747
5067,0.7428
5068,0.5695
5069,0.5755
5070,0.6029
5071,0.7934
5072,0.6697
5073,0.9557
5074,0.6995
5075,0.8103
5076,0.7379
5077,0.5317
5078,0.535
5079,0.6078
5080,0.6834
5081,0.9652
5082,0.7227
5083,0.5864
5084,0.5745
5085,0.6261
5086,0.9675
5087,0.7579
5088,0.6424
5089,0.5915
5090,0.6271
5091,0.8159
5092,0.5347
5093,0.6244
5094,0.6869
5095,0.6234
5096,0.5061
5097,0.6805
5098,0.6605
5099,0.6178
5100,0.9428
5101,0.6098
5102,0.7278
5103,0.5558
5104,0.5165
5105,0.7568
5106,0.8329
5107,0.971
5108,0.5043
5109,0.5496
5110,0.7829
5111,0.5023
5112,0.5865
5113,0.5466
5114,0.9492
5115,0.7451
5116,0.5053
5117,0.8399
5118,0.7854
5119,0.6702
5120,0.6146
5121,0.523
5122,0.625
5123,0.5071
5124,0.8844
5125,0.6321
5126,0.5449
5127,0.6313
5128,0.618
5129,0.6233
5130,0.6548
5131,0.6818
5132,0.5716
5133,0.7227
5134,0.5503
5135,0.7442
5136,0.6544
5137,0.7311
5138,0.5421
5139,0.7602
5140,0.7286
5141,0.8526
5142,0.5518
5143,0.7579
5144,0.76
5145,0.8241
5146,0.9292
5147,0.6056
5148,0.6623
5149,0.9544
5150,0.5362
5151,0.7965
5152,0.56
5153,0.6217
5154,0.614
5155,0.6056
5156,0.577
5157,0.6358
5158,0.5366
5159,0.5896
5160,0.6806
5161,0.6394
5162,0.5333
5163,0.8558
5164,0.5333
5165,0.8682
5166,0.6237
5167,0.8052
5168,0.8932
5169,0.7015
5170,0.5349
5171,0.7504
5172,0.7912
5173,0.9278
5174,0.5858
5175,0.6149
5176,0.6928
5177,0.6391
5178,0.5958
5179,0.6915
5180,0.8303
5181,0.5321
5182,0.7985
5183,0.7565
5184,0.721
5185,0.5153
5186,0.7445
5187,0.9552
5188,0.5772
5189,0.7471
5190,0.6175
5191,0.5084
5192,0.6846
5193,0.7445
5194,0.7998
5195,0.8187
5196,0.7881
5197,0.6946
5198,0.7036
5199,0.6082
5200,0.8236
5201,0.7112
5202,0.9501
5203,0.8699
5204,0.7523
5205,0.7452
5206,0.7174
5207,0.8012
5208,0.6974
5209,0.7955
5210,0.5612
5211,0.5835
5212,0.7393
5213,0.7541
5214,0.7614
5215,0.5592
5216,0.834
5217,0.69
5218,0.5158
5219,0.8125
5220,0.849
5221,0.6082
5222,0.6369
5223,0.5354
5224,0.6406
5225,0.9368
5226,0.7087
5227,0.7762
5228,0.6939
5229,0.6834
5230,0.6773
5231,0.6816
5232,0.6618
5233,0.6561
5234,0.595
5235,0.7106
5236,0.5859
5237,0.9604
5238,0.6137
5239,0.9573
5240,0.5385
5241,0.8162
5242,0.8685
5243,0.7986
5244,0.5223
5245,0.8551
5246,0.5731
5247,0.7118
5248,0.7552
5249,0.5828
5250,0.5121
5251,0.7014
5252,0.8459
5253,0.5157
5254,0.6843
5255,0.5242
5256,0.8522
5257,0.8212
5258,0.9467
5259,0.6002
5260,0.567
5261,0.58
5262,0.6851
5263,0.6971
5264,0.96
5265,0.8218
5266,0.5329
5267,0.9718
5268,0.566
5269,0.5628
5270,0.5875
5271,0.5435
5272,0.634
5273,0.7034
5274,0.6873
5275,0.7012
5276,0.5976
5277,0.5951
5278,0.5003
5279,0.5278
5280,0.5008
5281,0.9612
5282,0.8417
5283,0.6322
5284,0.8468
5285,0.9612
5286,0.6035
5287,0.5904
5288,0.5641
5289,0.6474
5290,0.6555
5291,0.7505
5292,0.5125
5293,0.5143
5294,0.5444
5295,0.7137
5296,0.6218
5297,0.6748
5298,0.605
5299,0.6471
5300,0.6245
5301,0.5672
5302,0.5765
5303,0.7653
5304,0.5134
5305,0.6016
5306,0.7427
5307,0.6692
5308,0.5147
5309,0.5547
5310,0.7241
5311,0.5845
5312,0.9606
5313,0.6742
5314,0.6466
5315,0.584
5316,0.7724
5317,0.5798
5318,0.5126
5319,0.5311
5320,0.957
5321,0.6387
5322,0.5189
5323,0.7699
5324,0.9622
5325,0.6447
5326,0.5255
5327,0.6189
5328,0.5268
5329,0.6416
5330,0.7497
5331,0.7193
5332,0.898
5333,0.7392
5334,0.7043
5335,0.607
5336,0.7257
5337,0.6711
5338,0.5101
5339,0.6212
5340,0.6012
5341,0.9326
5342,0.6135
5343,0.9681
5344,0.5744
5345,0.7087
5346,0.6103
5347,0.9585
5348,0.797
5349,0.6569
5350,0.6614
5351,0.5643
5352,0.9062
5353,0.6539
5354,0.8128
5355,0.6857
5356,0.503
5357,0.7451
5358,0.5592
5359,0.6327
5360,0.6048
5361,0.5758
5362,0.9543
5363,0.8979
5364,0.8751
5365,0.7585
5366,0.7886
5367,0.7354
5368,0.6143
5369,0.954
5370,0.7879
5371,0.5323
5372,0.7872
5373,0.7592
5374,0.8108
5375,0.9656
5376,0.5953
5377,0.7565
5378,0.6576
5379,0.673
5380,0.5226
5381,0.6763
5382,0.6627
5383,0.5317
5384,0.5236
5385,0.7994
5386,0.6955
5387,0.6303
5388,0.5852
5389,0.8507
5390,0.6663
5391,0.5582
5392,0.9392
5393,0.6952
5394,0.7149
5395,0.8592
5396,0.9406
5397,0.5971
5398,0.9514
5399,0.5587
5400,0.7232
5401,0.7894
5402,0.5716
5403,0.7005
5404,0.6714
5405,0.6582
5406,0.7411
5407,0.5261
5408,0.7109
5409,0.5582
5410,0.6334
5411,0.9612
5412,0.738
5413,0.5081
5414,0.8828
5415,0.7276
5416,0.9548
5417,0.7175
5418,0.9539
5419,0.9564
5420,0.9578
5421,0.7906
5422,0.762
5423,0.6222
5424,0.6435
5425,0.8394
5426,0.5963
5427,0.5981
5428,0.9626
5429,0.6298
5430,0.6807
5431,0.8925
5432,0.5048
5433,0.6758
5434,0.643
5435,0.5734
5436,0.958
5437,0.7787
